job_id,company_id,title,description,max_salary,min_salary,pay_period,formatted_work_type,location,applies,original_listed_time,remote_allowed,job_posting_url,application_type,expiry,formatted_experience_level,listed_time,sponsored,work_type,currency,compensation_type,average_salary,year
3692363702,3671,Block Advisor - Remote Tax Professional,"What You'll Bring To The Team...
Conduct tax interviews with clients and support do it yourself online tax clients through virtual tools (i.e., video conferencing, phone, chat, email)Generate business growth, increase client retention, and offer additional products and servicesUnderstand that teamwork is essential to our success - communicate and coordinate regularly with leaders and peers about how your remote work is impacting results Grow your tax expertise
Your Expertise
Experience completing individual tax returnsExperience working in a fast-paced environmentAccess to high speed, reliable internetExperience and skilled in technology (specifically MS Teams and Outlook)Inspire confidence in our clients with your ability to communicate complex tax situations concisely via phone, email and chatExperience utilizing effective customer service techniques Analytical and problem-solving skillsSuccessful completion of the H&R Block Tax Knowledge AssessmentÂ² or equivalentHigh school diploma / equivalent or higherMust complete 18-hour continuing education requirement and meet all other IRS and applicable state requirementsAvailability to work a minimum of 20 hours a week during peak tax seasonSkill in researching information using various tax and publication tools to understand the client's need (i.e., IRS Publications/Instructions)
It would be even better if you also had...
CPA or Enrolled Agent certificationExperience completing complex tax returns5+ years of experience in accounting, finance, bookkeeping or taxExperience conducting virtual tax interviews that create confidence in clientsTax planning and audit support experienceSales and/or marketing experience
Perks of the job...

At H&R Block, we believe and invest in our people by committing to their total well-being. Our benefit offerings can help associates plan for their unique health, well-being, and financial wellness needs.
Medical coverage â allows eligible associate well-being programs including mental health support and coaching 401k Retirement Savings Plan and Employee Stock Purchase PlanTax prep benefit â allows eligible associates to receive the same tax preparation as our clients, all with no direct cost to you! Other perks like flexible/remote opportunities that meet your life, collaborative teams and much more!The Community You Will Join:

At H&R Block we remain committed to building a Connected Culture â one in which trust, care, and connections are how we work together as we continue to create an environment where everyone feels safe to bring their authentic self to work every day and feels like they belong as part of a larger team.

You will be immersed in an exceptional work environment that is recognized throughout the world on Best Companies lists! You will also be surrounded by colleagues who are committed to helping each other grow and support each other.

H&R Block is an equal opportunity employer. We welcome and celebrate diversity in the workplace regardless of gender, race or color, ethnicity or national origin, age, disability, religion, sexual orientation, gender identity or expression, or veteran status.

If you're looking to make an impact, H&R Block is the place for you.

Â²Enrollment in or completion of the H&R Block Income Tax Course is neither an offer nor a guarantee of employment.",83124.5,60300.0,,Full-time,"Lake Charles, LA",,1690000000000.0,1,https://www.linkedin.com/jobs/view/3692363702/?trk=jobs_biz_prem_srch,OffsiteApply,1700000000000.0,Mid-Senior level,01-01-1970 00:28,0,FULL_TIME,Unknown,,71712.25,1970
3699074159,2193256,Diesel Mechanic - Joplin,"Safely operate, repair, rebuild and perform maintenance on Company owned or leased heavy duty diesel trucks and equipment including rolling stock to ensure its ability to operate safely
We are currently looking for an experienced Diesel Mechanic to join our team in Joplin, with a 5+ years Diesel Mechanic background.
Diesel Technicians â Up to $5K Sign-On Bonus!
At GFL our goal is to invest in our people and provide opportunities to grow for life! Our employees are affectionately known as team green, a name that unites us all under our shared purpose of providing sustainable solutions to enable our customers and communities to be GREEN FOR LIFE!
 Competitive benefits package Succession Planning in effect, with a promote from within culture on our shop floor! Cross Training â supports coverage during vacations and expands your breadth of experience
Overview:
GFL Environmental is one of North Americaâs leading waste management companies, proudly making communities cleaner, safer, and happier through first-class service. Working for GFL is more than a job â itâs an opportunity to
grow in your career, make new friends, and make a difference each day.
Our Mechanics safely operate, repair, rebuild and perform maintenance on Company owned or leased heavy duty diesel trucks and equipment including rolling stock to ensure its ability to operate safely, so our Drivers can
continue to keep local neighborhoods clean and safe, by courteously and efficiently providing waste removal and environmental services to customers.
A day in the life of a Mechanic:
 Diagnose and repair operational difficulties with heavy duty diesel trucks and equipment Maintain and repair heavy diesel, CNG, gas and electrically operated equipment and vehicles Complete reports, work orders, order parts and perform other administrative duties as required daily Plan and schedule repairs in M5 planner and procure all parts for successful plan Assist in the review of mechanical write-ups on equipment and coordinate repair schedule Ensure safe working conditions and compliance with all safety regulations Utilize a variety of power and hand tools and equipment Possess, provide and maintain tools necessary to perform tasks related to maintenance on heavy/hydraulic equipment. 
Whatâs required:
 High school diploma or general education degree (GED); technical diploma desired Minimum of one (1) year experience as a diesel mechanic Must be computer literate, have the ability to be trained on software systems and the willingness to learn.  Must be able to meet relevant criteria for safety sensitive functions according to Company standards Experience using diagnostic software a plus Conform in all respects with applicable federal, state/provincial and local laws, regulations, ordinances
and other orders and to all company policies, procedures and directives from supervisors.
 Demonstrate ability to follow detailed instructions, work independently and maintain accurate records Ability to operate any vehicle or equipment necessary to perform job Possess physical ability to perform all aspects of job
#GFLTalent
We thank you for your interest. Only those selected for an interview will be contacted. 
GFL Environmental is an equal opportunity employer and encourages women, Aboriginal people, persons with disabilities and members of visible minorities to apply. We seek to hire individuals with diverse characteristics, backgrounds and perspectives. We strongly believe that world-class talent makes no distinctions based on gender, ethnic or national origin, sexual identity and orientation, age, religion or disability, but enriches itself through these differences. GFL will provide accommodations to job applicants with disabilities throughout the recruitment process. If you require an accommodation, please notify us and we will work with you to meet your needs.",83124.5,60300.0,,Full-time,"Joplin, MO",,1690000000000.0,Unknown,https://www.linkedin.com/jobs/view/3699074159/?trk=jobs_biz_prem_srch,OffsiteApply,1700000000000.0,Associate,01-01-1970 00:28,0,FULL_TIME,Unknown,,71712.25,1970
3699407259,8795,Financial Advisor - Entry Level (2024),"Location: United States, Michigan, Detroit  Location: United States, Michigan, Grand Rapids  Location: United States, Illinois, Chicago  Location: United States, Colorado, Denver 

Make your mark. â¯Having roots in one of the nationâs largest and most well-respected audit, tax, and advisory firms, Plante Moran Wealth Management proudlyâ¯serves as a trusted advisor to individuals, families, and nonprofits, providing comprehensive financial solutions in the areas of investment advisory, trust, tax, and insurance.â¯With $1 6 . 7 B in assets under managementâ¯asâ¯of December 31, 202 2 , we have over 250 professionals dedicated toâ¯delivering holistic, independent, and objective financial guidance with the highest level of quality, integrity, and excellence.â¯â¯

What does diversity, equity, and inclusion mean to Plante Moran? It means that all staff members have equitable and fair opportunities to succeed, in an inclusive environment, with their individual, unique identities.â¯

Your role.

As an advisor, w orking with staff at all levels of the firm, youâll dive in with hands-on experience and substantial scope to help drive our clientâs success. Your work will include, but not be limited to:
 Assessing clients' assets, liabilities, cash flow, tax status, and financial objectives to establish investment strategies.  Evaluate client financial plans utilizing knowledge of investment and tax strategies and financial securities.  Performing recurring quality control procedures on account activity ensuring trades and money mov ements with appropriate custodians have taken place and distributions are provided to the clients.  Preparing reports, including charts and graphs, to illustrate trends, future payoffs, and possible risks of various investment opportunities. 

The Qualifications.
 Detail-oriented leader with strong analytical and communication (written and verbal) skills.  Bachelor's or Master's degree in finance, mathematics, economics, accounting or related field.  Academic success (a minimum cumulative GPA of 3.0).  Completion of a requisite bachelorâs degree and willingness to complete additional coursework required to sit for the CFP exam OR completion of a requisite bachelorâs degree from a CFP Board Registered Program, with the goal of successfully obtaining your CFP license.  Internship experience at a brokerage, financial planning firm/practice or money management firm is preferred. 

What makes us different?

On the surface, weâre one of the nationâs largest audit, tax, consulting, and wealth management firms. But dig a little deeper, and youâll see what makes us different: weâre a relatively jerk-free firm (hey, nobodyâs perfect) with a world-class culture and an endless array of opportunities.â¯

Weâre consistently recognized as one of Fortune magazineâs â100 Best Companies to Work For,â âBest Workplaces for Women,â and âBest workplaces for Parentsâ â distinctions awarded to us based on confidential feedback from our staff. We also ranked #1 on Accounting Todayâs 2021 list of CPA firms ranked by assets under management.

And we live out our âWe careâ culture everydayâwe care about our staff, clients, and communitiesâwith one of the lowest staff turnovers in our industry.â¯So,â¯what are you waiting for? Apply now.â¯â¯â¯

T his is an exempt position that may require some local, national, and occasional international travel.

Plante Moran is committed to a diverse workplace. We strive to create a culture where each person feels accepted and valued. We believe that each personâs ultimate potential begins with first acknowledging their inherent dignity. When we can recognize â and celebrate â our many human differences, weâre able to create a workplace where all staff feel a sense of belonging and an opportunity to succeed. This allows us to attract and retain the best talent, serve clients through diverse thinking, and better represent and support the various communities in which we live and work.â¯ Plante Moran is an Equal Opportunity Employer.

Plante Moran maintains a drug-free workplace .

Interested â¯applicantsâ¯must submit their resume for consideration using our applicant tracking system. Due to the high volume of interest in our positions , only candidates selected for interviews will be contacted. Candidates must be legally authorized to work in the United States without sponsorship, with the exception of qualified candidates who are bilingual in either Japanese and English or Chinese and English. Unsolicited resumes from search firms or employment agencies, or similar, will not be paid a fee and become the property of Plante Moran.â¯â¯â¯

The specific statements above are not intended to be all-inclusive.",83124.5,60300.0,,Full-time,"Grand Rapids, MI",,1690000000000.0,Unknown,https://www.linkedin.com/jobs/view/3699407259/?trk=jobs_biz_prem_srch,OffsiteApply,1700000000000.0,Entry level,01-01-1970 00:28,0,FULL_TIME,Unknown,,71712.25,1970
3693041924,15232600,Lean and Six Sigma Specialist,"We are excited to announce that our organization is currently seeking a Contract/ Part Time Lean and Six Sigma Specialist to join our team. This individual will be responsible for providing expert guidance to our clients in the development, implementation and improvement of manufacturing operations systems using lean and six sigma thinking, principles and techniques. Key Responsibilities:Foster enhancement of the client's operational processes by spearheading strategic initiatives aimed at amplifying manufacturing's incremental productivity commitments and fostering a culture of operational excellence.Lead the development and hands-on practical implementation of Lean Enterprise methodologies and educational endeavors.Assume the role of a leader for training and coaching team members, ensuring uniformity and adherence to prescribed methods, workshops, or projects. Introduce and bolster the adoption of novel tools within designated domains.Cultivate a problem-solving ethos and possess the capability to train and facilitate the resolution of both simple and intricate issues.Champion transformative endeavors, driving continuous process improvement within manufacturing and transactional spheres.Function as a subject matter expert in Lean practices, offering coaching and guidance, while orchestrating teams to attain their continuous improvement objectives.Display leadership by challenging conventional wisdom, establishing and overseeing metrics and gauges, and cultivating a workforce well-versed in the application of Lean tools and techniques.Evaluate and propose projects/programs that present avenues for advancements in pivotal measurement areas (Safety, Quality, Delivery, and Cost), with the aim of realizing projected outcomes. Skillfully manage multiple projects amid evolving priorities and targets.
",83124.5,60300.0,,Part-time,"Wichita, Kansas Metropolitan Area",10.0,1690000000000.0,Unknown,https://www.linkedin.com/jobs/view/3693041924/?trk=jobs_biz_prem_srch,ComplexOnsiteApply,1700000000000.0,Not Specified,01-01-1970 00:28,0,PART_TIME,Unknown,,71712.25,1970
3693050544,16775,AVP and Assistant General Counsel (Annuities & PRT),"Major, Lindsey & Africaâs Interim Legal Talent group has an immediate need for an AVP and Assistant General Counsel (Annuities & PRT). 
Overview: MLA is seeing a AVP and Assistant General Counsel (Annuities & PRT) to advise business leadership on Pension Risk Transfer (PRT) legal/compliance matters and oversee the creation and filing of Group Annuity Contracts (GAC) for PRT transactions with state departments of insurance and assist with negotiating GACâs on individual PRT transactions.
Company: A major American insurance corporation operating in 50 states and Puerto Rico
Experience: 7-10 years of experience as an attorney in law firm or in-house with at least 4+ years of experience in the PRT sector and transactional experience in a deal team setting with group annuity issuances
Location: On site 5 days a week at Houston, Texas or League City, Texas location.
Responsibilities Include:Provide legal advice to the pension risk transfer unit on all aspects of group annuity transactionsProvide guidance on various factors to determine if the companyâs group annuity contract meets annuity industry standardsDraft, review and negotiate GACs, commitment agreements, legal contracts and administrative services agreements and negotiate terms with policyholders and their advisorsDraft and review specific information relating to benefits located in GACsOversee document review, due diligence and preparaton process for PRT mattersEnsure that the company conducts its business in compliance with applicable local, state, federal, and foreign laws and regulations affecting the company, including U.S. state and federal insurance laws and regulations
Qualifications Include:JD from an accredited law school, licensed to practice in Texas7-10 years of experience as an attorney with at least 4+ years of experience in the PRT sectorAbility to effectively communicate with customers (internal business team) and provide day-to-day advice and counsel to the leadership team and to integrate in to the business as a part of the leadership teamHelp drive the business forward by providing options, but protecting the company
Information regarding benefits can be found on MLAâs Website on the Consultant Resources Page: https://www.mlaglobal.com/en/consultant-resources 
All interested and qualified candidates should apply directly with Major, Lindsey & Africa for review and consideration.Major, Lindsey & Africa does not discriminate against applications on the basis of age, sex, race or any other protected characteristics pursuant to applicable state or federal laws.
Bullhorn Job ID: 179957",83124.5,60300.0,,Full-time,"Houston, TX",2.0,1690000000000.0,Unknown,https://www.linkedin.com/jobs/view/3693050544/?trk=jobs_biz_prem_srch,ComplexOnsiteApply,1700000000000.0,Mid-Senior level,01-01-1970 00:28,0,FULL_TIME,Unknown,,71712.25,1970
3692369039,206587,Senior Communications Strategist,"(W)right On Communications has an opening for an experienced, creative Senior Communications Strategist with 7+ years of Public Relations agency experience in the hospitality, tourism, healthcare and nonprofit sectors. 

We are a leading west coast public relations agency, named one of Americaâs Best PR Firms by Forbes, and have been elevating the PR agency experience for our client partners and team members since 1998. We take a strategic, integrated and creative approach to communications and work across earned, shared, owned and paid media platforms.

We offer a supportive team, a professional environment and inspiring clients plus opportunities for growth, development and fun. 

What you can expect:

Serve a variety of client partners with a focus on the hospitality, tourism, healthcare, and nonprofit sectors

Develop, manage and lead client partner relationships and programs

Contribute your thought leadership, raise your professional profile and stay current with PR best practices 

Collaborate with a fun-loving team of professionals with opportunities to contribute to other industry and client partner needs

Competitive compensation with comprehensive benefits including medical, dental, life insurance, 401K eligibility and paid vacation as well as other regular fun perks

What we expect from you:

You have at least 7 years of agency experience with client program management and demonstrable program wins

Youâre familiar with the evolving media landscape, have strong media relationships and bring a track record of media relations outcomes

You understand how to develop and implement integrated communication campaigns including earned, owned and shared content strategies

You take initiative and enjoy conceiving fresh ideas and innovative approaches for client partners and/or the agency

Youâre comfortable managing budgets, timelines and teams to meet or exceed client partner expectations 

Youâre a solid writer, excelling in press style communications as well as creative copy for owned assets and social content

Youâre also familiar with search engine principles, videography, branding and PR metrics and measurement techniques

You thrive in a multi-tasking environment, are curious and constantly learning, and demand the best of yourself no matter the task

You seek to grow with the best, enjoy collaborative processes and want a workplace where your work ethic is recognized and appreciated

You have a Bachelorâs degree or higher in Communication, Journalism or Marketing

You are available for occasional travel

How to apply:

The Senior Communications Strategist position is a dynamic and challenging position in a fast-paced environment with tremendous career potential for the right candidate. If you are motivated by results, service-oriented and want to make yourself an indispensable addition to a rock-solid senior team, let us know by applying and telling us about yourself. We are excited to learn about your skills and experiences.",83124.5,60300.0,,Full-time,"San Diego, CA",,1690000000000.0,Unknown,https://www.linkedin.com/jobs/view/3692369039/?trk=jobs_biz_prem_srch,SimpleOnsiteApply,1710000000000.0,Not Specified,01-01-1970 00:28,1,FULL_TIME,Unknown,,71712.25,1970
3699407248,3196,Functional Neurosurgeon,"The Department of Neurological Surgery at Northwestern University Feinberg School of Medicine seeks a full-time non-tenure-eligible Clinician-Educator at the rank of Assistant Professor, Associate Professor, or Professor. Responsibilities include maintaining a productive surgical practice in functional neurosurgery, teaching and mentoring neurosurgical residents and fellows, advancing knowledge in the field through publication and presentation of discoveries and best-practices in patient care, and participating in translational research within the department to identify new therapies for patients with functional disorders.
Qualified candidates will be a board eligible/board certified neurosurgeon; advanced training and experience in functional neurosurgery required. Ability to obtain active Illinois medical licensure prior to start date required.
The start date is negotiable and the position will remain open until filled.
When applying, please upload a CV and cover letter describing your interest and alignment with the position.
Please read ALL instructions and make preparations before proceeding to the application page:
Applications will only be accepted via online submission (see link below).Please prepare all documents in advance as Adobe PDF files, and please be sure all information is entered correctly and accurately (especially names and email addresses), as there will be no opportunity for online revision after your application has been submitted.All required fields in the application form are marked with an asterisk and must be filled before clicking the âSubmitâ button.Be aware that incomplete applications cannot be saved.
Applications accepted here: Apply for Job
The Northwestern campus sits on the traditional homelands of the people of the Council of Three Fires, the Ojibwe, Potawatomi, and Odawa as well as the Menominee, Miami and Ho-Chunk nations. We acknowledge and honor the original people of the land upon which Northwestern University stands, and the Native people who remain on this land today.
Northwestern University is an Equal Opportunity, Affirmative Action Employer of all protected classes, including veterans and individuals with disabilities. Women, racial and ethnic minorities, individuals with disabilities, and veterans are encouraged to apply. Click for information on  EEO is the Law.",83124.5,60300.0,,Full-time,"Chicago, IL",,1690000000000.0,Unknown,https://www.linkedin.com/jobs/view/3699407248/?trk=jobs_biz_prem_srch,OffsiteApply,1700000000000.0,Mid-Senior level,01-01-1970 00:28,0,FULL_TIME,Unknown,,71712.25,1970
3693052293,71733509,Salesperson,"The ideal candidate will have at least 6 months of experience, is full-time real estate and wants to be part of a winning family first culture but need leads to take your business to the next level.
We are the largest Zillow team in Metro Atlanta and are seeking buyer agents to ihandle the amazing leads we receive as a result of our partnership.",83124.5,60300.0,,Full-time,Atlanta Metropolitan Area,17.0,1690000000000.0,Unknown,https://www.linkedin.com/jobs/view/3693052293/?trk=jobs_biz_prem_srch,ComplexOnsiteApply,1700000000000.0,Not Specified,01-01-1970 00:28,0,FULL_TIME,Unknown,,71712.25,1970
3693585674,2926262,MAA Professional Music Teacher Store 6622,"Description  Are you a people person who loves solving problems? Do you love music? Do you believe in the power of music to bring people together? If you do, and you want to be a key player in an organization whose purpose is to fill the world with more music and to develop generations of new musicians then we have a position where you can find your sound.   The Lesson Studio at Music & Arts is the #1 provider of music lessons nationwide. We believe that private lessons are the building blocks to a lifelong relationship with music. Our strong commitment to music education is fundamental to our business, and we work hard to find instructors who are experts in their instrument. We take care of all the administrative work so you can do what you do best: inspire learning and creating the next generation of musicians!   Essential Functions (not all-inclusive):   Teach music lessons to a diverse population of students  Communicate with parents of students (where applicable) on the progress of each student  Work with students in our clean and safe studios or through online lessons  Collaborate with store team to maximize lesson experience    Why Music & Arts? Here's just some of the rewards: For our employees who are musicians we offer the unique opportunity of gig leave--take time off to share your music with the world and return to your job after your tour! Music & Arts offers robust benefits and perks for full time employees including Medical, Dental, Vision, 401K plus company match, mental health support, paid sick/holiday/vacation time, employee discount program, and tuition reimbursement options.   Additional Information: Music & Arts is an Equal Opportunity Employer and provides fair and equal employment opportunity to all employees and applicants regardless of race, color, religion, gender, sexual orientation, gender identity, national origin, age, disability, veteran status or any other protected status prohibited under Federal, State, or local laws. All employment decisions are based on valid job? related requirements. If you are a qualified individual with a disability or a disabled veteran and are unable or limited in your ability to use or access our website, you may request a reasonable accommodation to express interest in a specific opening. You can request reasonable accommodation by calling 1?818-735-8800 ext. 2862 or by sending an email to recruiting@guitarcenter.com. "" Skills, Experience and Education: Minimum Requirements:  Bachelor's Degree or equivalent substitutable experience 2 years of music teaching experience  """,83124.5,60300.0,,Part-time,"Burleson, TX",,1690000000000.0,Unknown,https://www.linkedin.com/jobs/view/3693585674/?trk=jobs_biz_prem_srch,OffsiteApply,1700000000000.0,Entry level,01-01-1970 00:28,1,PART_TIME,Unknown,,71712.25,1970
3697330377,14562893,Senior Dotnet Developer,"HI, We are looking for Sr .Net Developer to work with our Direct client.Job Title: Sr .Net Developer Location: Chicago Illinois Duration : 12 + Months   Job Description:We are seeking a highly skilled and motivated Senior Software Developer with expertise in .NET Standard, .NET Core, and messaging systems (EMS) to join our innovative team. The ideal candidate should be well-versed in Visual Studio development, an Oracle Database, SQL Database, and MongoDB expert, and have hands-on experience with Scheduled Windows processes. You will play a key role in developing web services and contributing to our AWS migration efforts Responsibilities:Qualifications:Â· Bachelor's degree in Computer Science, Software Engineering, or related field (Master's preferred).Â· Extensive experience in .NET Standard and .NET Core development.Â· Proficiency in working with EMS (Messaging) systems for reliable communication.Â· Expertise in using Visual Studio IDE for application development.Â· Strong command of Oracle Database, SQL Database, and MongoDB.Â· Proven track record of developing and optimizing Scheduled Windows processes.Â· Experience designing, developing, and maintaining web services.Â· Familiarity with AWS services and cloud architecture (AWS certification is a plus).Â· Previous involvement in AWS migration projects.Â· Strong problem-solving skills and attention to detail.Â· Excellent teamwork and communication abilities
",83124.5,60300.0,,Contract,"Chicago, IL",51.0,1690000000000.0,Unknown,https://www.linkedin.com/jobs/view/3697330377/?trk=jobs_biz_prem_srch,ComplexOnsiteApply,1710000000000.0,Not Specified,01-01-1970 00:28,0,CONTRACT,Unknown,,71712.25,1970
3699099544,14542824,HI - Surgery Scrub Tech,"Experienced in scrubbing, general surgeries, traumas, orthopedics, OBGYN, and Endoscopies. Need to take call. 4 x 10 hour shifts.

Shift: 4 x 10 hour shifts

Specialty Type: Nursing

Sub Specialties: Operating Room / Scrub, Scrub Technologist

General Certifications: General Certifications(BLS/BCLS)

Please CLICK HERE to view details.",83124.5,60300.0,,Full-time,"Kealakekua, HI",,1690000000000.0,Unknown,https://www.linkedin.com/jobs/view/3699099544/?trk=jobs_biz_prem_srch,OffsiteApply,1700000000000.0,Entry level,01-01-1970 00:28,0,FULL_TIME,Unknown,,71712.25,1970
3693585859,15090581,Project Engineer,"Join our dynamic and fast-growing team as a Project Engineer, where you will play a crucial role in enhancing our operations and new product offerings. As a Project Engineer, you will collaborate with cross-functional teams, design innovative solutions, and implement best practices to elevate our processes to new heights.
Responsibilities:
1. Project Engineering: Coordinating and managing resources, tasks, and timelines to successfully execute and deliver engineering projects.2. Process Optimization: Analyze current processes, identify inefficiencies, and design innovative solutions to streamline operations, improve throughput, and minimize waste.3. Equipment Management: Collaborate with maintenance and engineering teams to maintain and optimize equipment. Troubleshoot issues and recommend modifications.4. Process Documentation: Create and maintain detailed documentation.5. Cross-Functional Collaboration: Work closely with supply chain, production, and quality teams to ensure seamless integration of processes within the overall production workflow.6. New Product Introductions: Collaborate with product development teams to design solutions for new products.7. Training and Development: Provide training to operators and production staff on new processes, equipment operation, and safety protocols.
Qualifications:
Bachelor's degree in Engineering, Industrial Engineering, or related field.1+ years of engineering experience.Proven experience in process engineering within a manufacturing environment.Proficiency in process optimization techniques and tools.Strong analytical skills and ability to interpret data to drive informed decisions.Excellent communication and collaboration skills to work effectively across cross-functional teams.Problem-solving mindset and a proactive approach to identifying and resolving issues.Experience with CAD software.",80000.0,60000.0,YEARLY,Full-time,Cincinnati Metropolitan Area,4.0,1690000000000.0,Unknown,https://www.linkedin.com/jobs/view/3693585859/?trk=jobs_biz_prem_srch,ComplexOnsiteApply,1700000000000.0,Associate,01-01-1970 00:28,0,FULL_TIME,USD,BASE_SALARY,70000.0,1970
3693598847,2311,Director of Event Operations,"JW Marriott Scottsdale Camelback Inn Resort & Spa
ï»¿JOB SUMMARY Manages all event service, banquet and event technology operations and staff on a daily basis. Core area of responsibility is the event operation team, including the Senior Banquet Managers, Banquet Managers, Senior Event Service Managers, Event Service Managers, Event Technology and Operations Managers. Position ensures the highest level of service throughout the event phase. Maximizes revenue opportunities by up-selling during the event phase and maximizes profit by effectively managing costs. The position is responsible for achieving guest and employee satisfaction and for managing the financial performance of the Event Operations Department. CANDIDATE PROFILE Education and Experienceâ¢ High school diploma or GED; 4 years experience in the event management, food and beverage, sales and marketing, or related professional area.ORâ¢ 2-year degree from an accredited university in Hotel and Restaurant Management, Hospitality, Business Administration, or related major; 2 years experience in the event management, food and beverage, sales and marketing, or related professional area. CORE WORK ACTIVITIES Managing Event Management Operations and Budgetsâ¢ Works with the management team to develop and implement the business plan and long term strategies for event operations.â¢ Establishes and monitors measurable goals for the department.â¢ Champions all standards, policies and procedures in the Event Operations departments.â¢ Oversees the execution of event logistics for all events.â¢ Oversees the administrative processes associated with the event phase of a function and the associated transitions between all event phases as they relate to the service delivery team.â¢ Ensures function space and corresponding heart of the house areas are cleaned and maintained.â¢ Ensures furniture and equipment is maintained and inventory levels are kept in accordance to corporate guidelines.â¢ Communicates and executes departmental and property emergency procedures and ensures staff are trained in safety procedures.â¢ Participates in MVP audits and level certification for all technicians.â¢ Ensures employees maintain required certification.â¢ Assists with implementation and execution of all event related corporate initiatives and promotions. Managing Profitabilityâ¢ Ensures department is working within budget and adjusts expenditures according to revenues.â¢ Maintains awareness of current trends in event management and integrates into the operation in a timely manner.â¢ Reviews effectiveness of event operations annually and makes appropriate adjustments. Ensuring Exceptional Customer Serviceâ¢ Consult with customers in order to determine objectives and requirements for events such as meetings, conferences, and conventions.â¢ Displays leadership in guest hospitality, exemplifies excellent customer service and creates a positive atmosphere for guest relations.â¢ Maintains customer satisfaction to insure retention and growth of business through referrals and repeat events. Leading Event Management Teamsâ¢ Leads execution of activities in Event Operations to support the Event Management strategy.â¢ Leads event management/operations meetings.â¢ Coordinates the Event Operations members of Event Delivery teams.â¢ Works with culinary team to ensure compliance to food handling and sanitation standards.â¢ Works with Human Resources to ensure compliance with all applicable laws and regulations.â¢ Ensures that regular, ongoing communication is happening in all areas of event operations. Maintaining Relationships with Property Stakeholdersâ¢ Communicates effectively with property departments outside of Event Operations.â¢ Maintains a strong working relationship with guests/clients, vendors and competitors. Conducting Human Resources Activitiesâ¢ Reviews staffing levels to ensure that guest service and operational needs are met.â¢ Works with direct reports to review scheduled events and troubleshoot potential challenges/conflicts.â¢ Attends pre-event meetings to understand group needs, set appropriate expectations and gather critical information to communicate to Event Operations Team.â¢ Ensures disciplinary procedures and documentation are completed according to Standard Operating Procedures and Local Standard Operating Procedures (SOPs and LSOPs) and support the Peer Review Process.
",83124.5,60300.0,,Full-time,"Scottsdale, AZ",9.0,1690000000000.0,Unknown,https://www.linkedin.com/jobs/view/3693598847/?trk=jobs_biz_prem_srch,SimpleOnsiteApply,1700000000000.0,Not Specified,01-01-1970 00:28,0,FULL_TIME,Unknown,,71712.25,1970
